,Date,Chicago,Opponent,Quarter,Time,Score,Team,Action,Substitution,Player,Lineup,Points,Game
192,"January 14, 2022",Home,Rochester (N.Y.),2,06:11,13-28,Away,"Turnover by OKONIEWSKI,JULIANNA",0,Julianna Okoniewski,"Klaire Steffens, Grace Hynes, Elizabeth Shaw, Ashley Gao, Peyton Soest",0,12
193,"January 14, 2022",Home,Rochester (N.Y.),2,06:00,13-28,Home,"HYNES,GRACE missed jump shot",0,Grace Hynes,"Klaire Steffens, Grace Hynes, Elizabeth Shaw, Ashley Gao, Peyton Soest",0,12
194,"January 14, 2022",Home,Rochester (N.Y.),2,05:57,13-28,Away,"JENKS,KAT defensive rebound",0,Kat Jenks,"Klaire Steffens, Grace Hynes, Elizabeth Shaw, Ashley Gao, Peyton Soest",0,12
195,"January 14, 2022",Home,Rochester (N.Y.),2,05:43,13-28,Away,"Turnover by OKONIEWSKI,JULIANNA",0,Julianna Okoniewski,"Klaire Steffens, Grace Hynes, Elizabeth Shaw, Ashley Gao, Peyton Soest",0,12
196,"January 14, 2022",Home,Rochester (N.Y.),2,05:22,13-28,Home,"Turnover by HYNES,GRACE",0,Grace Hynes,"Klaire Steffens, Grace Hynes, Elizabeth Shaw, Ashley Gao, Peyton Soest",0,12
197,"January 14, 2022",Home,Rochester (N.Y.),2,05:22,13-28,Away,"Steal by JENKS,KAT",0,Kat Jenks,"Klaire Steffens, Grace Hynes, Elizabeth Shaw, Ashley Gao, Peyton Soest",0,12
198,"January 14, 2022",Home,Rochester (N.Y.),2,05:17,13-30,Away,"OKONIEWSKI,JULIANNA made jump shot",0,Julianna Okoniewski,"Klaire Steffens, Grace Hynes, Elizabeth Shaw, Ashley Gao, Peyton Soest",2,12
199,"January 14, 2022",Home,Rochester (N.Y.),2,04:58,13-30,Away,"Foul by ADLER,CHARLOTTE",0,Charlotte Adler,"Klaire Steffens, Grace Hynes, Elizabeth Shaw, Ashley Gao, Peyton Soest",0,12
200,"January 14, 2022",Home,Rochester (N.Y.),2,04:58,13-30,Home,"SOEST,PEYTON VAN missed free throw",0,Peyton Soest,"Klaire Steffens, Grace Hynes, Elizabeth Shaw, Ashley Gao, Peyton Soest",0,12
201,"January 14, 2022",Home,Rochester (N.Y.),2,04:58,13-30,Home,TEAM deadball rebound,0,,"Klaire Steffens, Grace Hynes, Elizabeth Shaw, Ashley Gao, Peyton Soest",0,12
202,"January 14, 2022",Home,Rochester (N.Y.),2,04:58,14-30,Home,"SOEST,PEYTON VAN made free throw",0,Peyton Soest,"Klaire Steffens, Grace Hynes, Elizabeth Shaw, Ashley Gao, Peyton Soest",1,12
203,"January 14, 2022",Home,Rochester (N.Y.),2,04:58,14-30,Home,"GROSS,ELLIE enters the game",1,Ellie Gross,"Klaire Steffens, Grace Hynes, Elizabeth Shaw, Ashley Gao, Peyton Soest, Ellie Gross",0,12
204,"January 14, 2022",Home,Rochester (N.Y.),2,04:58,14-30,Home,"SHAW,ELIZABETH goes to the bench",1,Elizabeth Shaw,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
205,"January 14, 2022",Home,Rochester (N.Y.),2,04:58,14-30,Away,"LINDEMUTH,HANNAH enters the game",1,Hannah Lindemuth,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
206,"January 14, 2022",Home,Rochester (N.Y.),2,04:58,14-30,Away,"GRESS,ABBY enters the game",1,Abby Gress,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
207,"January 14, 2022",Home,Rochester (N.Y.),2,04:58,14-30,Away,"MCCULLEY,CALLIE goes to the bench",1,Callie Mcculley,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
208,"January 14, 2022",Home,Rochester (N.Y.),2,04:58,14-30,Away,"ADLER,CHARLOTTE goes to the bench",1,Charlotte Adler,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
209,"January 14, 2022",Home,Rochester (N.Y.),2,04:49,14-30,Away,"Turnover by STITES,KELSEY",0,Kelsey Stites,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
210,"January 14, 2022",Home,Rochester (N.Y.),2,04:33,16-30,Home,"STEFFENS,KLAIRE made jump shot",0,Klaire Steffens,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",2,12
211,"January 14, 2022",Home,Rochester (N.Y.),2,04:33,16-30,Home,"Assist by GROSS,ELLIE",0,Ellie Gross,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
212,"January 14, 2022",Home,Rochester (N.Y.),2,04:18,16-30,Away,"Turnover by JENKS,KAT",0,Kat Jenks,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
213,"January 14, 2022",Home,Rochester (N.Y.),2,04:01,16-30,Home,"Turnover by GAO,ASHLEY",0,Ashley Gao,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
214,"January 14, 2022",Home,Rochester (N.Y.),2,04:01,16-30,Away,"Steal by JENKS,KAT",0,Kat Jenks,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
215,"January 14, 2022",Home,Rochester (N.Y.),2,04:01,16-30,Away,"SESTRIC,ALEXIS enters the game",1,Alexis Sestric,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
216,"January 14, 2022",Home,Rochester (N.Y.),2,04:01,16-30,Away,"JENKS,KAT goes to the bench",1,Kat Jenks,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
217,"January 14, 2022",Home,Rochester (N.Y.),2,03:40,16-30,Away,"SESTRIC,ALEXIS missed jump shot",0,Alexis Sestric,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
218,"January 14, 2022",Home,Rochester (N.Y.),2,03:36,16-30,Home,"STEFFENS,KLAIRE defensive rebound",0,Klaire Steffens,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
219,"January 14, 2022",Home,Rochester (N.Y.),2,03:16,16-30,Home,"GROSS,ELLIE missed 3-pt. jump shot",0,Ellie Gross,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
220,"January 14, 2022",Home,Rochester (N.Y.),2,03:12,16-30,Away,"LINDEMUTH,HANNAH defensive rebound",0,Hannah Lindemuth,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
221,"January 14, 2022",Home,Rochester (N.Y.),2,02:57,16-30,Away,"Turnover by GRESS,ABBY",0,Abby Gress,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
222,"January 14, 2022",Home,Rochester (N.Y.),2,02:57,16-30,Away,"DUMIAK,HALEY enters the game",1,Haley Dumiak,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
223,"January 14, 2022",Home,Rochester (N.Y.),2,02:57,16-30,Away,"LEVERONE,MAURA enters the game",1,Maura Leverone,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
224,"January 14, 2022",Home,Rochester (N.Y.),2,02:57,16-30,Away,"OKONIEWSKI,JULIANNA goes to the bench",1,Julianna Okoniewski,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
225,"January 14, 2022",Home,Rochester (N.Y.),2,02:57,16-30,Away,"STITES,KELSEY goes to the bench",1,Kelsey Stites,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
226,"January 14, 2022",Home,Rochester (N.Y.),2,02:46,16-30,Away,"Foul by LINDEMUTH,HANNAH",0,Hannah Lindemuth,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
227,"January 14, 2022",Home,Rochester (N.Y.),2,02:46,16-30,Away,"JENKS,KAT enters the game",1,Kat Jenks,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
228,"January 14, 2022",Home,Rochester (N.Y.),2,02:46,16-30,Away,"LINDEMUTH,HANNAH goes to the bench",1,Hannah Lindemuth,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
229,"January 14, 2022",Home,Rochester (N.Y.),2,02:35,19-30,Home,"GROSS,ELLIE made 3-pt. jump shot",0,Ellie Gross,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",3,12
230,"January 14, 2022",Home,Rochester (N.Y.),2,02:35,19-30,Home,"Assist by SOEST,PEYTON VAN",0,Peyton Soest,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
231,"January 14, 2022",Home,Rochester (N.Y.),2,02:17,19-30,Away,"LEVERONE,MAURA missed layup",0,Maura Leverone,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
232,"January 14, 2022",Home,Rochester (N.Y.),2,02:15,19-30,Home,"STEFFENS,KLAIRE defensive rebound",0,Klaire Steffens,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
233,"January 14, 2022",Home,Rochester (N.Y.),2,02:07,19-30,Home,"SOEST,PEYTON VAN missed jump shot",0,Peyton Soest,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
234,"January 14, 2022",Home,Rochester (N.Y.),2,02:05,19-30,Away,"GRESS,ABBY defensive rebound",0,Abby Gress,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
235,"January 14, 2022",Home,Rochester (N.Y.),2,01:45,19-30,Away,"GRESS,ABBY missed layup",0,Abby Gress,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
236,"January 14, 2022",Home,Rochester (N.Y.),2,01:42,19-30,Home,"STEFFENS,KLAIRE defensive rebound",0,Klaire Steffens,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
237,"January 14, 2022",Home,Rochester (N.Y.),2,01:34,19-30,Home,"SOEST,PEYTON VAN missed jump shot",0,Peyton Soest,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
238,"January 14, 2022",Home,Rochester (N.Y.),2,01:31,19-30,Away,"GRESS,ABBY defensive rebound",0,Abby Gress,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
239,"January 14, 2022",Home,Rochester (N.Y.),2,01:03,19-30,Away,Turnover by TEAM,0,,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross",0,12
240,"January 14, 2022",Home,Rochester (N.Y.),2,01:03,19-30,Home,"POWE,MARISSA enters the game",1,Marissa Powe,"Klaire Steffens, Grace Hynes, Ashley Gao, Peyton Soest, Ellie Gross, Marissa Powe",0,12
241,"January 14, 2022",Home,Rochester (N.Y.),2,01:03,19-30,Home,"SOEST,PEYTON VAN goes to the bench",1,Peyton Soest,"Klaire Steffens, Grace Hynes, Ashley Gao, Ellie Gross, Marissa Powe",0,12
242,"January 14, 2022",Home,Rochester (N.Y.),2,01:03,19-30,Away,"MCCULLEY,CALLIE enters the game",1,Callie Mcculley,"Klaire Steffens, Grace Hynes, Ashley Gao, Ellie Gross, Marissa Powe",0,12
243,"January 14, 2022",Home,Rochester (N.Y.),2,01:03,19-30,Away,"ADLER,CHARLOTTE enters the game",1,Charlotte Adler,"Klaire Steffens, Grace Hynes, Ashley Gao, Ellie Gross, Marissa Powe",0,12
244,"January 14, 2022",Home,Rochester (N.Y.),2,01:03,19-30,Away,"OKONIEWSKI,JULIANNA enters the game",1,Julianna Okoniewski,"Klaire Steffens, Grace Hynes, Ashley Gao, Ellie Gross, Marissa Powe",0,12
245,"January 14, 2022",Home,Rochester (N.Y.),2,01:03,19-30,Away,"DUMIAK,HALEY goes to the bench",1,Haley Dumiak,"Klaire Steffens, Grace Hynes, Ashley Gao, Ellie Gross, Marissa Powe",0,12
246,"January 14, 2022",Home,Rochester (N.Y.),2,01:03,19-30,Away,"GRESS,ABBY goes to the bench",1,Abby Gress,"Klaire Steffens, Grace Hynes, Ashley Gao, Ellie Gross, Marissa Powe",0,12
247,"January 14, 2022",Home,Rochester (N.Y.),2,01:03,19-30,Away,"SESTRIC,ALEXIS goes to the bench",1,Alexis Sestric,"Klaire Steffens, Grace Hynes, Ashley Gao, Ellie Gross, Marissa Powe",0,12
248,"January 14, 2022",Home,Rochester (N.Y.),2,00:50,19-30,Home,"HYNES,GRACE missed layup",0,Grace Hynes,"Klaire Steffens, Grace Hynes, Ashley Gao, Ellie Gross, Marissa Powe",0,12
249,"January 14, 2022",Home,Rochester (N.Y.),2,00:46,19-30,Home,"POWE,MARISSA offensive rebound",0,Marissa Powe,"Klaire Steffens, Grace Hynes, Ashley Gao, Ellie Gross, Marissa Powe",0,12
250,"January 14, 2022",Home,Rochester (N.Y.),2,00:33,19-30,Home,"HYNES,GRACE missed jump shot",0,Grace Hynes,"Klaire Steffens, Grace Hynes, Ashley Gao, Ellie Gross, Marissa Powe",0,12
251,"January 14, 2022",Home,Rochester (N.Y.),2,00:33,19-30,Away,"Block by OKONIEWSKI,JULIANNA",0,Julianna Okoniewski,"Klaire Steffens, Grace Hynes, Ashley Gao, Ellie Gross, Marissa Powe",0,12
252,"January 14, 2022",Home,Rochester (N.Y.),2,00:29,19-30,Away,"LEVERONE,MAURA defensive rebound",0,Maura Leverone,"Klaire Steffens, Grace Hynes, Ashley Gao, Ellie Gross, Marissa Powe",0,12
253,"January 14, 2022",Home,Rochester (N.Y.),2,00:27,19-33,Away,"ADLER,CHARLOTTE made 3-pt. jump shot",0,Charlotte Adler,"Klaire Steffens, Grace Hynes, Ashley Gao, Ellie Gross, Marissa Powe",3,12
254,"January 14, 2022",Home,Rochester (N.Y.),2,00:27,19-33,Away,"Assist by LEVERONE,MAURA",0,Maura Leverone,"Klaire Steffens, Grace Hynes, Ashley Gao, Ellie Gross, Marissa Powe",0,12
255,"January 14, 2022",Home,Rochester (N.Y.),2,00:03,21-33,Home,"POWE,MARISSA made jump shot",0,Marissa Powe,"Klaire Steffens, Grace Hynes, Ashley Gao, Ellie Gross, Marissa Powe",2,12
256,"January 14, 2022",Home,Rochester (N.Y.),1,10:00,21-33,Home,"BRODNIK,MALLORY enters the game",1,Mallory Brodnik,"Klaire Steffens, Grace Hynes, Ashley Gao, Ellie Gross, Marissa Powe, Mallory Brodnik",0,12
257,"January 14, 2022",Home,Rochester (N.Y.),1,10:00,21-33,Home,"SHAW,ELIZABETH enters the game",1,Elizabeth Shaw,"Klaire Steffens, Grace Hynes, Ashley Gao, Ellie Gross, Marissa Powe, Mallory Brodnik, Elizabeth Shaw",0,12
258,"January 14, 2022",Home,Rochester (N.Y.),1,10:00,21-33,Home,"GAO,ASHLEY goes to the bench",1,Ashley Gao,"Klaire Steffens, Grace Hynes, Ellie Gross, Marissa Powe, Mallory Brodnik, Elizabeth Shaw",0,12
259,"January 14, 2022",Home,Rochester (N.Y.),1,10:00,21-33,Home,"GROSS,ELLIE goes to the bench",1,Ellie Gross,"Klaire Steffens, Grace Hynes, Marissa Powe, Mallory Brodnik, Elizabeth Shaw",0,12
260,"January 14, 2022",Home,Rochester (N.Y.),1,10:00,21-33,Away,"LINDEMUTH,HANNAH enters the game",1,Hannah Lindemuth,"Klaire Steffens, Grace Hynes, Marissa Powe, Mallory Brodnik, Elizabeth Shaw",0,12
261,"January 14, 2022",Home,Rochester (N.Y.),1,10:00,21-33,Away,"GRESS,ABBY enters the game",1,Abby Gress,"Klaire Steffens, Grace Hynes, Marissa Powe, Mallory Brodnik, Elizabeth Shaw",0,12
262,"January 14, 2022",Home,Rochester (N.Y.),1,10:00,21-33,Away,"SESTRIC,ALEXIS enters the game",1,Alexis Sestric,"Klaire Steffens, Grace Hynes, Marissa Powe, Mallory Brodnik, Elizabeth Shaw",0,12
263,"January 14, 2022",Home,Rochester (N.Y.),1,10:00,21-33,Away,"MCCULLEY,CALLIE goes to the bench",1,Callie Mcculley,"Klaire Steffens, Grace Hynes, Marissa Powe, Mallory Brodnik, Elizabeth Shaw",0,12
264,"January 14, 2022",Home,Rochester (N.Y.),1,10:00,21-33,Away,"ADLER,CHARLOTTE goes to the bench",1,Charlotte Adler,"Klaire Steffens, Grace Hynes, Marissa Powe, Mallory Brodnik, Elizabeth Shaw",0,12
265,"January 14, 2022",Home,Rochester (N.Y.),1,10:00,21-33,Away,"JENKS,KAT goes to the bench",1,Kat Jenks,"Klaire Steffens, Grace Hynes, Marissa Powe, Mallory Brodnik, Elizabeth Shaw",0,12
266,"January 14, 2022",Home,Rochester (N.Y.),1,09:41,21-33,Home,"BRODNIK,MALLORY missed jump shot",0,Mallory Brodnik,"Klaire Steffens, Grace Hynes, Marissa Powe, Mallory Brodnik, Elizabeth Shaw",0,12
267,"January 14, 2022",Home,Rochester (N.Y.),1,09:38,21-33,Away,"LEVERONE,MAURA defensive rebound",0,Maura Leverone,"Klaire Steffens, Grace Hynes, Marissa Powe, Mallory Brodnik, Elizabeth Shaw",0,12
268,"January 14, 2022",Home,Rochester (N.Y.),1,09:35,21-33,Home,"Foul by BRODNIK,MALLORY",0,Mallory Brodnik,"Klaire Steffens, Grace Hynes, Marissa Powe, Mallory Brodnik, Elizabeth Shaw",0,12
269,"January 14, 2022",Home,Rochester (N.Y.),1,09:35,21-34,Away,"OKONIEWSKI,JULIANNA made free throw",0,Julianna Okoniewski,"Klaire Steffens, Grace Hynes, Marissa Powe, Mallory Brodnik, Elizabeth Shaw",1,12
270,"January 14, 2022",Home,Rochester (N.Y.),1,09:35,21-35,Away,"OKONIEWSKI,JULIANNA made free throw",0,Julianna Okoniewski,"Klaire Steffens, Grace Hynes, Marissa Powe, Mallory Brodnik, Elizabeth Shaw",1,12
271,"January 14, 2022",Home,Rochester (N.Y.),1,09:35,21-35,Home,"GAO,ASHLEY enters the game",1,Ashley Gao,"Klaire Steffens, Grace Hynes, Marissa Powe, Mallory Brodnik, Elizabeth Shaw, Ashley Gao",0,12
272,"January 14, 2022",Home,Rochester (N.Y.),1,09:35,21-35,Home,"BRODNIK,MALLORY goes to the bench",1,Mallory Brodnik,"Klaire Steffens, Grace Hynes, Marissa Powe, Elizabeth Shaw, Ashley Gao",0,12
273,"January 14, 2022",Home,Rochester (N.Y.),1,09:34,21-35,Away,"MCCULLEY,CALLIE enters the game",1,Callie Mcculley,"Klaire Steffens, Grace Hynes, Marissa Powe, Elizabeth Shaw, Ashley Gao",0,12
274,"January 14, 2022",Home,Rochester (N.Y.),1,09:34,21-35,Away,"GRESS,ABBY goes to the bench",1,Abby Gress,"Klaire Steffens, Grace Hynes, Marissa Powe, Elizabeth Shaw, Ashley Gao",0,12
275,"January 14, 2022",Home,Rochester (N.Y.),1,09:08,23-35,Home,"HYNES,GRACE made jump shot",0,Grace Hynes,"Klaire Steffens, Grace Hynes, Marissa Powe, Elizabeth Shaw, Ashley Gao",2,12
276,"January 14, 2022",Home,Rochester (N.Y.),1,08:53,23-35,Away,"OKONIEWSKI,JULIANNA missed layup",0,Julianna Okoniewski,"Klaire Steffens, Grace Hynes, Marissa Powe, Elizabeth Shaw, Ashley Gao",0,12
277,"January 14, 2022",Home,Rochester (N.Y.),1,08:50,23-35,Home,"GAO,ASHLEY defensive rebound",0,Ashley Gao,"Klaire Steffens, Grace Hynes, Marissa Powe, Elizabeth Shaw, Ashley Gao",0,12
278,"January 14, 2022",Home,Rochester (N.Y.),1,08:36,23-35,Home,"Turnover by GAO,ASHLEY",0,Ashley Gao,"Klaire Steffens, Grace Hynes, Marissa Powe, Elizabeth Shaw, Ashley Gao",0,12
279,"January 14, 2022",Home,Rochester (N.Y.),1,08:36,23-35,Away,"Steal by OKONIEWSKI,JULIANNA",0,Julianna Okoniewski,"Klaire Steffens, Grace Hynes, Marissa Powe, Elizabeth Shaw, Ashley Gao",0,12
280,"January 14, 2022",Home,Rochester (N.Y.),1,08:29,23-35,Away,"LINDEMUTH,HANNAH missed 3-pt. jump shot",0,Hannah Lindemuth,"Klaire Steffens, Grace Hynes, Marissa Powe, Elizabeth Shaw, Ashley Gao",0,12
281,"January 14, 2022",Home,Rochester (N.Y.),1,08:26,23-35,Home,"STEFFENS,KLAIRE defensive rebound",0,Klaire Steffens,"Klaire Steffens, Grace Hynes, Marissa Powe, Elizabeth Shaw, Ashley Gao",0,12
282,"January 14, 2022",Home,Rochester (N.Y.),1,08:15,23-35,Home,"POWE,MARISSA missed jump shot",0,Marissa Powe,"Klaire Steffens, Grace Hynes, Marissa Powe, Elizabeth Shaw, Ashley Gao",0,12
283,"January 14, 2022",Home,Rochester (N.Y.),1,08:15,23-35,Away,"Block by OKONIEWSKI,JULIANNA",0,Julianna Okoniewski,"Klaire Steffens, Grace Hynes, Marissa Powe, Elizabeth Shaw, Ashley Gao",0,12
284,"January 14, 2022",Home,Rochester (N.Y.),1,08:15,23-35,Home,TEAM offensive rebound,0,,"Klaire Steffens, Grace Hynes, Marissa Powe, Elizabeth Shaw, Ashley Gao",0,12
285,"January 14, 2022",Home,Rochester (N.Y.),1,08:13,23-35,Home,"Turnover by SHAW,ELIZABETH",0,Elizabeth Shaw,"Klaire Steffens, Grace Hynes, Marissa Powe, Elizabeth Shaw, Ashley Gao",0,12
286,"January 14, 2022",Home,Rochester (N.Y.),1,08:13,23-35,Away,"Steal by LINDEMUTH,HANNAH",0,Hannah Lindemuth,"Klaire Steffens, Grace Hynes, Marissa Powe, Elizabeth Shaw, Ashley Gao",0,12
287,"January 14, 2022",Home,Rochester (N.Y.),1,08:08,23-35,Away,"LINDEMUTH,HANNAH missed jump shot",0,Hannah Lindemuth,"Klaire Steffens, Grace Hynes, Marissa Powe, Elizabeth Shaw, Ashley Gao",0,12
288,"January 14, 2022",Home,Rochester (N.Y.),1,08:05,23-35,Away,"MCCULLEY,CALLIE offensive rebound",0,Callie Mcculley,"Klaire Steffens, Grace Hynes, Marissa Powe, Elizabeth Shaw, Ashley Gao",0,12
289,"January 14, 2022",Home,Rochester (N.Y.),1,08:02,23-37,Away,"SESTRIC,ALEXIS made jump shot",0,Alexis Sestric,"Klaire Steffens, Grace Hynes, Marissa Powe, Elizabeth Shaw, Ashley Gao",2,12
290,"January 14, 2022",Home,Rochester (N.Y.),1,07:41,26-37,Home,"STEFFENS,KLAIRE made 3-pt. jump shot",0,Klaire Steffens,"Klaire Steffens, Grace Hynes, Marissa Powe, Elizabeth Shaw, Ashley Gao",3,12
291,"January 14, 2022",Home,Rochester (N.Y.),1,07:41,26-37,Home,"Assist by HYNES,GRACE",0,Grace Hynes,"Klaire Steffens, Grace Hynes, Marissa Powe, Elizabeth Shaw, Ashley Gao",0,12
292,"January 14, 2022",Home,Rochester (N.Y.),1,07:27,26-37,Away,"LEVERONE,MAURA missed jump shot",0,Maura Leverone,"Klaire Steffens, Grace Hynes, Marissa Powe, Elizabeth Shaw, Ashley Gao",0,12
293,"January 14, 2022",Home,Rochester (N.Y.),1,07:23,26-37,Home,"GAO,ASHLEY defensive rebound",0,Ashley Gao,"Klaire Steffens, Grace Hynes, Marissa Powe, Elizabeth Shaw, Ashley Gao",0,12
294,"January 14, 2022",Home,Rochester (N.Y.),1,07:15,26-37,Home,"STEFFENS,KLAIRE missed 3-pt. jump shot",0,Klaire Steffens,"Klaire Steffens, Grace Hynes, Marissa Powe, Elizabeth Shaw, Ashley Gao",0,12
295,"January 14, 2022",Home,Rochester (N.Y.),1,07:12,26-37,Away,TEAM defensive rebound,0,,"Klaire Steffens, Grace Hynes, Marissa Powe, Elizabeth Shaw, Ashley Gao",0,12
296,"January 14, 2022",Home,Rochester (N.Y.),1,07:12,26-37,Home,"GROSS,ELLIE enters the game",1,Ellie Gross,"Klaire Steffens, Grace Hynes, Marissa Powe, Elizabeth Shaw, Ashley Gao, Ellie Gross",0,12
297,"January 14, 2022",Home,Rochester (N.Y.),1,07:12,26-37,Home,"SHAW,ELIZABETH goes to the bench",1,Elizabeth Shaw,"Klaire Steffens, Grace Hynes, Marissa Powe, Ashley Gao, Ellie Gross",0,12
298,"January 14, 2022",Home,Rochester (N.Y.),1,07:01,26-39,Away,"LINDEMUTH,HANNAH made layup",0,Hannah Lindemuth,"Klaire Steffens, Grace Hynes, Marissa Powe, Ashley Gao, Ellie Gross",2,12
299,"January 14, 2022",Home,Rochester (N.Y.),1,06:49,26-39,Home,"GAO,ASHLEY missed jump shot",0,Ashley Gao,"Klaire Steffens, Grace Hynes, Marissa Powe, Ashley Gao, Ellie Gross",0,12
300,"January 14, 2022",Home,Rochester (N.Y.),1,06:47,26-39,Away,"LEVERONE,MAURA defensive rebound",0,Maura Leverone,"Klaire Steffens, Grace Hynes, Marissa Powe, Ashley Gao, Ellie Gross",0,12
301,"January 14, 2022",Home,Rochester (N.Y.),1,06:41,26-39,Away,"Turnover by LINDEMUTH,HANNAH",0,Hannah Lindemuth,"Klaire Steffens, Grace Hynes, Marissa Powe, Ashley Gao, Ellie Gross",0,12
302,"January 14, 2022",Home,Rochester (N.Y.),1,06:41,26-39,Home,"Steal by HYNES,GRACE",0,Grace Hynes,"Klaire Steffens, Grace Hynes, Marissa Powe, Ashley Gao, Ellie Gross",0,12
303,"January 14, 2022",Home,Rochester (N.Y.),1,06:26,26-39,Away,"Foul by SESTRIC,ALEXIS",0,Alexis Sestric,"Klaire Steffens, Grace Hynes, Marissa Powe, Ashley Gao, Ellie Gross",0,12
304,"January 14, 2022",Home,Rochester (N.Y.),1,06:26,26-39,Home,"SOEST,PEYTON VAN enters the game",1,Peyton Soest,"Klaire Steffens, Grace Hynes, Marissa Powe, Ashley Gao, Ellie Gross, Peyton Soest",0,12
305,"January 14, 2022",Home,Rochester (N.Y.),1,06:26,26-39,Home,"HYNES,GRACE goes to the bench",1,Grace Hynes,"Klaire Steffens, Marissa Powe, Ashley Gao, Ellie Gross, Peyton Soest",0,12
306,"January 14, 2022",Home,Rochester (N.Y.),1,06:18,26-39,Home,"GAO,ASHLEY missed jump shot",0,Ashley Gao,"Klaire Steffens, Marissa Powe, Ashley Gao, Ellie Gross, Peyton Soest",0,12
307,"January 14, 2022",Home,Rochester (N.Y.),1,06:15,26-39,Away,"LEVERONE,MAURA defensive rebound",0,Maura Leverone,"Klaire Steffens, Marissa Powe, Ashley Gao, Ellie Gross, Peyton Soest",0,12
